Respondent_Serial,WAVE,resp_gender,resp_age,REGION,LIV,MRK_STATE1,QPID1,QPID_I,QPID_D,QPID_R,GRID_GTS1_1_GTS1,GRID_GTS1_2_GTS1,GRID_GTS1_3_GTS1,GRID_GTS1_4_GTS1,GRID_GTS1_5_GTS1,GRID_GTS2_1_GTS2,GRID_GTS2_2_GTS2,GRID_GTS2_3_GTS2,GRID_GTS2_4_GTS2,GRID_GTS2_5_GTS2,GRID_GTS3_1_GTS3,GRID_GTS3_3_GTS3,GRID_GTS3_4_GTS3,GRID_GTS3_5_GTS3,GRID_GTS3_6_GTS3,GRID_GTS3_7_GTS3,GRID_GTS3_8_GTS3,USHHI2,USEDU3,USHOU1,USMAR2,EMP01_der,KIDS02,USRETH3,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,USRACE48,Weight
587,2,2,67,3,2,37,2,,,1,25,25,50,50,25,25,25,25,25,25,1,1,2,1,4,5,1,17,8,1,3,1,0,2,1,0,0,0,0,0,0,0,1.596289
590,2,2,26,4,2,30,2,,,2,50,75,75,75,75,50,75,75,75,75,1,1,2,1,1,1,1,5,6,3,5,2,1,2,1,0,0,0,0,0,0,0,0.855152
591,2,2,61,3,1,24,3,3,,,5,20,30,5,40,10,20,30,10,30,1,1,5,1,1,1,1,9,5,1,3,7,0,2,1,0,0,0,0,0,0,0,1.140098
598,2,2,26,2,3,17,5,1,,,52,40,55,55,40,52,40,55,55,40,1,3,4,1,1,1,4,8,11,3,1,3,2,1,1,0,0,0,0,0,0,0,1.074675
600,2,1,18,3,3,48,5,3,,,45,23,58,50,12,35,24,34,35,20,2,1,1,1,1,1,1,19,5,4,2,8,0,1,1,0,0,0,0,1,0,0,28.016012
605,2,2,81,3,2,22,2,,,2,30,50,50,20,20,20,10,5,5,5,1,1,5,1,1,1,1,12,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.229472
606,2,2,83,2,2,27,3,3,,,50,75,50,45,75,75,80,50,75,80,1,1,2,1,1,1,1,12,10,5,4,4,0,2,1,0,0,0,0,0,0,0,0.162044
608,2,1,66,3,2,1,3,1,,,60,45,40,55,45,35,45,40,35,40,1,2,5,4,1,1,1,15,11,1,3,2,0,2,1,0,0,0,0,0,0,0,0.255937
610,2,1,39,2,2,26,1,,1,,30,10,20,30,10,20,20,20,20,20,1,1,3,1,1,1,1,16,7,3,3,1,1,2,0,1,0,0,0,0,0,0,1.937509
611,2,2,68,3,2,12,1,,2,,40,0,10,0,50,50,0,0,50,0,2,2,4,5,1,1,1,7,7,1,3,4,0,2,1,0,0,0,0,0,0,0,0.998545
617,2,1,71,3,1,13,2,,,1,30,10,20,20,10,20,10,20,20,10,5,1,1,1,5,1,1,10,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.432625
620,2,2,38,3,1,47,2,,,1,60,55,25,10,15,20,5,30,15,5,2,1,2,1,5,2,1,7,11,4,5,7,2,2,1,0,0,0,0,0,0,0,0.207122
621,2,1,40,1,2,42,1,,1,,60,60,70,65,50,65,60,60,70,50,5,5,5,5,2,2,5,23,13,1,3,1,2,2,1,0,0,0,0,0,0,0,1.06587
622,2,2,61,3,2,21,1,,1,,80,80,80,75,65,65,70,65,65,40,5,2,4,3,1,1,2,12,10,1,3,8,0,2,1,0,0,0,0,0,0,0,0.229472
625,2,1,48,4,3,4,2,,,1,50,10,10,0,30,20,5,40,5,30,1,1,3,1,1,1,1,15,10,1,3,1,3,2,1,0,0,0,0,0,0,0,0.290332
626,2,2,70,3,2,12,1,,2,,27,22,85,50,48,28,18,37,40,23,5,2,5,1,1,1,1,5,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.477511
628,2,1,73,4,1,4,2,,,1,25,56,45,35,37,5,10,65,75,15,1,1,1,1,1,1,1,11,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.607127
630,2,1,74,2,2,27,1,,1,,65,40,25,60,35,65,55,45,60,60,1,1,4,2,1,1,1,16,8,2,3,4,0,2,1,0,0,0,0,0,0,0,1.023318
631,2,1,80,1,3,42,3,2,,,30,40,10,10,10,20,15,30,10,25,1,1,4,1,3,2,1,10,9,1,4,4,0,2,1,0,0,0,0,0,0,0,0.454628
632,2,2,58,2,2,17,5,3,,,10,5,20,50,15,5,5,30,50,10,1,3,5,1,1,1,1,21,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.676753
635,2,1,67,2,3,27,3,1,,,75,50,100,75,100,75,50,100,100,100,5,4,3,3,1,1,4,3,5,5,5,3,0,2,1,0,0,0,0,0,0,0,0.951172
640,2,2,21,3,2,47,5,3,,,34,34,45,26,100,34,78,56,67,100,3,1,4,1,3,1,1,5,9,4,1,8,2,2,1,0,0,0,0,0,0,0,0.379728
643,2,2,74,4,2,8,2,,,2,40,10,30,30,50,50,10,20,20,40,5,1,5,1,5,1,1,18,11,1,4,4,0,2,1,0,0,0,0,0,0,0,0.542918
644,2,2,29,2,2,17,5,3,,,50,25,50,25,50,25,25,50,25,50,1,2,3,1,1,1,1,19,8,1,3,1,0,2,1,0,0,0,0,0,0,0,2.336039
645,2,1,18,3,2,12,2,,,1,75,55,60,15,30,65,15,50,5,15,4,2,3,1,4,4,1,14,3,4,1,2,0,2,1,0,1,0,0,0,0,0,2.317
647,2,1,78,1,1,36,2,,,1,30,35,15,5,15,10,15,45,15,15,1,1,3,1,5,1,1,17,9,1,3,4,0,2,1,0,0,0,0,0,0,0,2.447315
648,2,2,44,3,2,13,1,,1,,30,40,30,10,50,10,10,10,30,30,1,4,5,1,1,1,3,8,6,3,2,7,0,2,1,0,0,0,0,0,0,0,1.684299
649,2,1,53,1,2,34,4,3,,,80,85,90,100,100,75,80,90,100,100,1,1,4,1,1,1,1,15,5,1,3,8,1,2,1,0,0,0,0,0,0,0,0.94869
652,2,2,60,2,2,27,2,,,1,65,25,50,25,20,60,20,25,40,20,4,5,4,3,5,5,4,17,9,3,3,7,0,2,1,0,0,0,0,0,0,0,0.866155
656,2,2,18,2,2,17,1,,2,,70,60,70,60,90,70,60,60,60,90,2,1,2,1,2,1,1,17,10,4,1,2,1,2,1,0,0,0,0,0,0,0,1.117109
658,2,2,41,4,2,15,3,1,,,10,5,15,60,10,70,25,50,25,58,2,1,2,1,1,1,1,19,11,1,3,3,0,2,0,0,0,1,0,0,0,0,0.766219
662,2,2,35,4,2,53,2,,,2,5,15,5,70,5,20,20,10,20,30,1,2,1,1,2,1,1,21,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.780524
664,2,1,63,1,1,42,2,,,2,43,38,29,35,31,39,41,29,38,31,4,2,5,1,1,1,1,17,5,1,3,1,0,2,1,0,0,0,0,0,0,0,3.770978
669,2,2,57,3,3,12,1,,2,,60,25,30,50,40,70,20,30,50,40,3,2,4,1,1,1,1,9,8,1,3,4,0,2,0,1,0,0,0,0,0,0,1.024617
670,2,1,30,4,2,53,2,,,2,10,50,10,10,10,10,60,10,10,10,4,4,2,4,2,2,4,4,5,3,2,1,0,2,0,1,0,0,0,0,0,0,0.953624
675,2,2,27,1,2,36,1,,2,,85,80,55,70,35,50,80,60,75,80,1,5,4,4,1,1,1,20,11,3,3,1,0,2,1,0,0,0,0,0,0,0,1.806166
676,2,1,69,4,3,35,3,1,,,75,55,85,55,40,55,45,75,50,35,5,1,5,1,1,1,1,6,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.214129
677,2,1,41,4,2,41,3,2,,,25,15,15,30,15,25,50,50,45,50,5,3,5,1,4,3,2,12,8,6,1,9,0,3,0,0,0,0,0,0,1,0,0.627931
681,2,1,40,3,2,40,2,,,2,80,76,57,89,65,89,89,89,98,89,4,3,4,3,4,4,4,20,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.742065
682,2,2,19,3,2,37,3,1,,,62,80,50,63,75,53,63,51,84,75,2,1,2,3,2,2,1,5,5,4,1,1,0,2,1,0,0,0,0,0,0,0,1.67229
683,2,2,66,2,2,17,2,,,2,55,30,40,30,40,60,45,45,40,40,1,2,4,1,1,1,1,15,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.230815
685,2,1,63,2,2,39,2,,,1,20,10,15,10,10,15,15,15,10,10,1,1,3,3,3,4,1,10,10,1,5,8,0,2,1,0,0,0,0,0,0,0,0.191779
687,2,1,70,1,3,36,1,,1,,33,100,75,75,10,33,100,75,75,10,5,1,5,1,1,1,1,19,7,2,3,4,0,2,1,0,0,0,0,0,0,0,2.447315
690,2,2,81,2,2,39,3,3,,,75,10,35,35,40,40,5,10,30,30,1,3,2,2,2,1,1,23,10,5,4,4,0,2,1,0,0,0,0,0,0,0,0.713368
692,2,2,78,1,1,42,1,,1,,85,50,50,75,70,40,40,50,35,50,1,1,5,1,1,1,1,5,5,1,4,4,0,2,1,0,0,0,0,0,0,0,1.568458
696,2,2,18,2,3,17,1,,1,,50,50,40,50,40,70,50,60,50,60,2,1,2,1,1,1,1,8,5,4,1,5,0,1,1,0,0,0,0,0,0,0,6.35759
699,2,2,64,2,1,18,3,2,,,50,10,48,39,28,28,29,39,29,29,1,1,4,1,1,1,1,19,8,1,3,7,0,2,1,0,0,0,0,0,0,0,0.866155
703,2,2,65,2,1,26,3,3,,,50,100,100,100,50,50,100,100,100,50,5,4,4,1,1,4,1,5,8,2,5,2,0,2,1,0,0,0,0,0,0,0,0.560598
704,2,2,43,1,2,36,1,,2,,20,20,10,10,40,10,10,10,10,60,2,1,5,1,1,1,1,9,10,1,3,1,3,2,1,0,0,0,0,0,0,0,0.616015
706,2,1,75,3,3,47,3,3,,,20,0,30,5,10,30,5,10,5,20,1,1,4,1,1,1,1,7,8,3,3,2,0,2,1,0,0,0,0,0,0,0,0.469224
710,2,2,34,2,2,39,3,2,,,45,15,30,25,5,15,2,10,4,1,1,3,3,1,5,4,1,2,6,1,1,8,0,2,1,0,0,0,0,0,0,0,3.179754
715,2,1,70,3,2,40,2,,,2,40,10,30,15,30,20,5,30,20,20,3,1,3,1,2,1,1,12,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.469224
720,2,2,49,3,2,24,1,,2,,50,50,50,25,25,65,50,50,50,50,1,2,2,4,1,1,2,8,10,5,5,3,0,2,1,0,0,0,0,0,0,0,0.229472
724,2,2,28,2,3,29,1,,2,,50,25,25,25,25,50,50,50,50,50,4,1,2,1,2,1,2,11,10,3,2,2,1,2,0,1,0,0,0,0,0,0,0.275238
726,2,2,73,2,1,55,3,2,,,70,90,40,80,60,70,60,25,70,75,5,1,5,5,3,3,1,8,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.232555
727,2,2,71,1,2,25,2,,,2,20,15,10,15,10,30,30,15,35,10,1,1,5,4,5,1,1,15,7,1,3,2,0,2,1,0,0,0,0,0,0,0,0.34435
733,2,2,51,2,3,17,2,,,2,25,25,25,25,0,25,25,25,25,0,3,1,3,1,3,1,1,3,6,5,2,8,1,2,1,0,0,0,0,0,0,0,1.36546
735,2,1,51,2,1,55,4,3,,,50,65,50,50,50,65,70,60,65,60,2,2,5,1,1,1,1,8,10,1,4,1,0,2,1,0,0,0,0,0,0,0,0.150237
739,2,2,74,2,2,55,3,3,,,60,30,40,30,10,40,20,20,10,5,2,1,5,1,1,1,1,12,7,1,3,4,0,2,1,0,0,0,0,0,0,0,0.232555
740,2,2,67,4,2,32,2,,,2,50,50,25,40,50,25,35,50,30,40,1,1,1,1,3,4,1,12,5,1,3,2,0,1,1,0,0,0,0,0,0,0,1.42549
741,2,1,80,3,2,37,2,,,1,20,0,20,30,10,10,0,40,10,0,1,1,1,1,1,5,1,9,5,1,3,4,0,2,1,0,0,0,0,0,0,0,1.633306
755,2,2,69,1,3,42,1,,2,,25,20,5,25,25,15,30,5,25,25,1,1,4,1,1,1,1,4,5,1,4,4,0,2,1,0,0,0,0,0,0,0,1.568458
758,2,2,74,4,2,53,1,,1,,55,50,50,55,55,60,65,70,65,65,5,1,4,1,1,1,1,7,10,1,4,4,0,2,1,0,0,0,0,0,0,0,0.163802
763,2,2,63,1,2,36,2,,,1,50,70,100,100,80,50,50,90,100,80,1,1,4,1,1,1,1,10,9,1,3,8,0,2,1,0,0,0,0,0,0,0,0.93353
764,2,1,70,2,2,39,1,,1,,85,55,65,35,35,85,55,55,35,35,5,2,4,2,1,1,2,19,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.5623
765,2,2,81,3,2,24,2,,,1,25,25,25,25,25,50,80,50,80,50,5,4,2,1,5,2,1,19,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.669033
769,2,2,68,1,2,34,1,,2,,65,15,30,25,50,75,20,30,35,45,4,4,4,5,1,1,4,13,13,2,1,4,0,2,1,0,0,0,0,0,0,0,0.182932
775,2,1,51,3,3,22,1,,1,,45,40,45,40,25,10,10,10,10,10,3,4,1,5,1,1,1,13,11,1,1,1,0,2,1,0,0,0,1,0,0,0,0.390785
776,2,1,31,1,2,42,1,,2,,5,15,50,25,10,10,15,90,90,45,4,5,4,1,3,3,4,19,10,2,1,1,0,2,1,0,0,0,0,0,0,0,1.06587
777,2,2,61,1,1,34,3,2,,,90,40,70,80,40,90,40,70,90,60,5,1,5,1,5,1,1,13,5,1,3,2,0,2,1,0,0,0,0,0,0,0,1.082192
780,2,2,42,1,2,25,3,1,,,80,50,90,70,80,80,70,90,90,90,3,2,3,5,3,1,1,19,10,1,3,1,1,2,0,0,0,1,0,0,0,0,0.856716
783,2,1,61,2,2,39,1,,2,,24,22,36,22,20,15,20,15,15,22,4,1,4,1,1,1,1,20,8,3,3,1,0,2,0,1,0,0,0,0,0,0,1.206552
789,2,1,78,2,1,26,3,1,,,60,80,50,40,50,60,50,50,80,50,1,1,5,1,2,1,1,12,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.718967
796,2,2,60,2,3,27,1,,2,,50,40,60,50,50,70,60,50,60,50,5,3,5,5,1,1,1,8,11,3,1,2,0,2,1,0,0,0,0,0,0,0,0.162044
798,2,1,78,3,2,10,2,,,1,75,50,75,40,55,50,25,40,50,45,1,1,5,1,5,4,1,6,9,1,4,2,0,2,1,0,0,0,0,0,0,0,0.469224
799,2,1,58,3,2,1,1,,1,,65,55,60,50,60,30,20,30,40,35,5,3,5,4,1,1,2,17,7,1,3,1,0,2,1,0,0,0,0,0,0,0,1.368034
801,2,2,49,3,2,24,1,,2,,50,50,50,40,50,50,50,50,40,50,2,2,2,1,1,1,1,17,9,1,3,1,1,2,1,0,0,0,0,0,0,0,1.226574
805,2,1,79,3,2,12,2,,,2,60,35,40,30,20,70,35,40,30,20,1,1,5,1,1,1,1,21,13,1,3,3,0,2,1,0,0,0,0,0,0,0,1.354193
812,2,2,65,2,3,17,3,3,,,75,35,49,100,52,85,51,75,95,60,5,5,5,3,1,1,1,20,11,1,3,2,0,2,1,0,0,0,0,0,0,0,0.676753
813,2,2,44,3,2,13,4,3,,,79,80,20,40,15,15,40,10,30,5,1,1,1,1,1,1,1,20,9,1,1,3,0,2,0,1,1,1,0,0,0,0,1.791218
818,2,2,73,3,1,51,3,1,,,50,50,60,60,60,60,60,60,60,60,5,3,5,3,1,1,1,16,10,1,3,4,0,2,1,0,0,0,0,0,0,0,1.132771
820,2,2,47,1,1,36,2,,,2,15,25,25,10,25,15,25,25,10,25,1,1,4,1,1,1,1,15,9,1,3,1,0,2,1,0,0,0,0,0,0,0,0.93353
830,2,2,47,1,2,25,3,2,,,10,10,5,1,5,10,10,10,2,5,4,3,3,3,4,3,3,17,11,1,3,3,1,2,1,0,0,0,0,0,0,0,0.547609
831,2,1,50,3,1,37,3,3,,,25,0,50,50,10,15,0,25,20,10,1,1,1,1,1,2,1,4,7,1,3,8,0,2,1,0,1,0,0,0,0,0,0.592421
851,2,2,61,2,2,17,1,,1,,80,25,30,30,10,90,30,40,40,40,5,2,4,2,1,1,1,10,10,1,5,8,0,2,0,0,0,1,0,0,0,0,0.236841
852,2,1,31,3,2,21,1,,2,,90,75,85,75,60,15,25,20,10,5,1,3,4,4,1,1,1,11,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.254522
855,2,2,67,3,2,48,3,3,,,60,60,50,50,50,75,75,75,75,75,1,1,5,4,4,1,1,9,9,1,3,4,0,2,1,0,0,0,0,0,0,0,1.415868
856,2,1,71,4,2,4,3,3,,,50,50,50,50,50,65,50,50,50,50,4,2,5,1,1,1,1,15,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.290332
860,2,1,65,2,3,19,1,,1,,85,85,80,60,65,85,80,60,60,65,1,4,1,2,1,1,5,4,10,1,1,4,0,2,1,0,0,0,0,0,0,0,0.191447
891,2,1,39,2,2,39,1,,2,,60,50,70,50,40,60,50,70,50,40,2,2,2,1,2,1,2,16,10,3,3,2,0,2,1,0,0,0,0,0,0,0,0.939204
893,2,1,71,3,2,12,3,1,,,20,25,15,0,40,10,20,30,30,10,4,2,4,1,2,1,1,17,10,1,3,4,0,2,1,0,0,0,0,0,0,0,1.354193
904,2,1,53,3,3,11,1,,1,,15,30,20,10,15,20,20,20,20,20,5,1,4,2,1,1,1,4,8,3,3,8,0,2,0,1,0,0,0,0,0,0,0.716447
911,2,1,76,3,2,12,1,,2,,25,10,20,20,25,25,5,10,10,50,1,1,5,1,1,1,1,3,5,6,1,4,0,2,1,0,0,0,0,0,0,0,2.732305
921,2,2,62,3,1,37,3,3,,,50,10,15,15,10,35,20,15,20,15,5,4,5,4,4,1,1,17,10,1,2,8,0,2,0,0,0,0,0,1,0,0,0.783287
924,2,1,65,3,3,12,4,3,,,60,35,25,25,25,25,20,10,20,20,4,4,4,3,4,3,1,14,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.461864
954,2,1,32,2,3,26,3,1,,,80,60,60,50,40,20,50,60,40,40,2,2,3,3,2,1,2,8,5,3,1,1,0,2,1,0,0,0,0,0,0,0,1.821857
956,2,1,56,3,3,11,1,,1,,60,40,65,30,45,90,60,80,75,50,1,5,2,5,1,1,3,23,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.746192
957,2,2,59,3,2,51,1,,1,,45,65,65,22,75,45,10,25,22,25,3,1,5,5,1,1,1,4,6,5,4,2,0,2,1,0,0,0,0,0,0,0,2.285552
962,2,2,31,1,2,9,1,,1,,60,30,25,45,50,50,30,30,40,60,4,2,2,1,1,1,1,20,10,3,2,1,0,2,1,0,0,0,0,0,0,0,0.56109
968,2,1,30,1,2,42,2,,,1,0,60,25,15,0,99,0,0,1,0,4,4,1,2,3,1,3,6,8,3,2,1,1,2,1,0,0,0,0,0,0,0,0.76019
973,2,2,21,3,2,51,1,,1,,70,30,50,40,50,50,20,30,40,30,5,1,5,1,1,1,1,1,7,4,1,5,2,2,1,1,0,0,0,0,0,0,0.555631
985,2,2,66,1,1,42,4,3,,,50,35,35,65,45,45,40,50,40,25,3,1,5,3,1,1,1,17,7,1,3,1,0,2,1,0,0,0,0,0,0,0,1.625581
986,2,1,53,2,2,26,2,,,2,20,80,5,10,10,10,80,10,10,10,2,1,2,1,4,5,1,11,10,3,5,1,0,2,1,0,0,0,0,0,0,0,0.343815
989,2,1,47,3,3,22,3,3,,,25,20,25,0,20,25,25,25,20,25,1,1,3,1,1,1,1,4,8,3,1,1,0,2,0,1,0,0,0,0,0,0,0.716447
1001,2,1,49,4,2,4,1,,1,,35,52,55,53,53,30,40,51,30,35,5,2,3,1,1,1,1,18,11,3,3,3,2,2,1,0,0,0,0,0,0,0,0.851259
1005,2,2,60,3,2,37,2,,,2,30,55,40,60,60,40,40,30,40,50,1,1,5,1,1,1,1,12,7,1,3,1,0,2,1,0,0,0,0,0,0,0,0.544434
1008,2,1,37,3,2,37,2,,,2,20,30,30,10,10,30,30,20,10,10,1,1,1,3,2,5,1,19,9,1,3,1,1,2,1,0,0,0,0,0,0,0,1.985032
1009,2,2,39,2,1,26,3,2,,,10,20,20,20,10,10,10,5,5,10,1,1,1,3,1,4,1,10,10,1,1,1,1,2,1,0,0,0,0,0,0,0,0.335601
1011,2,2,32,3,1,48,4,2,,,90,60,60,50,15,50,40,70,50,10,4,4,4,4,3,2,2,1,11,4,5,7,2,2,1,0,0,0,0,0,0,0,0.512646
1013,2,2,25,3,2,13,3,3,,,15,30,20,15,20,25,20,25,30,10,3,3,3,1,4,2,2,20,5,1,2,2,0,2,0,1,0,0,0,0,0,0,5.067332
1019,2,2,45,2,2,26,4,3,,,5,5,10,10,5,5,5,5,5,10,1,1,1,4,1,1,1,20,10,1,5,1,1,2,0,0,1,0,0,0,0,0,0.806542
1021,2,2,75,3,2,1,3,2,,,30,50,40,30,25,25,25,20,20,15,1,1,2,1,1,1,1,8,9,1,4,4,0,2,1,0,0,0,0,0,0,0,0.420704
1024,2,2,69,3,3,12,1,,1,,75,60,70,70,50,60,50,80,75,50,5,4,4,5,1,1,4,11,8,2,3,2,0,2,1,0,0,0,0,0,0,0,0.998545
1025,2,1,34,2,3,18,3,3,,,80,60,90,80,70,70,60,90,80,70,3,4,4,2,2,2,2,21,11,1,3,1,3,2,1,0,0,0,0,0,0,0,0.694366
1027,2,2,53,2,3,17,2,,,2,52,25,35,45,15,10,30,20,30,3,1,1,1,1,1,1,1,4,9,1,1,8,0,2,1,0,0,0,0,0,0,0,0.482668
1028,2,1,65,3,2,12,3,2,,,60,50,75,60,50,100,75,75,75,75,3,2,3,1,2,1,1,17,8,1,5,8,0,2,0,0,0,1,0,0,0,0,2.905752
1029,2,2,34,4,3,8,3,3,,,15,30,45,30,10,70,60,80,50,75,1,1,3,1,3,1,1,20,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.501821
1032,2,2,73,3,1,12,2,,,1,50,25,25,25,25,50,25,25,25,25,1,1,1,1,1,1,1,16,9,1,3,1,0,2,1,0,0,0,0,0,0,0,2.927752
1033,2,2,71,1,2,25,1,,2,,80,40,70,75,60,70,50,70,80,75,4,2,5,2,1,1,1,6,5,1,3,4,0,2,1,0,0,0,0,0,0,0,0.93318
1036,2,2,62,2,1,19,2,,,2,50,60,50,45,40,50,60,70,50,40,1,1,5,5,1,1,1,19,10,1,3,2,0,2,1,0,0,0,0,0,0,0,0.472443
1037,2,1,60,1,3,42,1,,1,,50,40,40,40,35,50,40,45,45,35,5,4,4,3,1,1,5,4,10,1,1,3,0,2,1,0,0,0,0,0,0,0,0.217406
1039,2,1,32,2,3,18,3,3,,,80,75,60,45,60,50,60,30,25,45,1,1,2,1,2,1,1,5,3,5,1,1,3,2,1,0,0,0,0,0,0,0,1.183268
1041,2,1,32,1,1,42,2,,,2,20,10,10,10,10,20,10,10,10,10,1,1,1,1,1,1,1,7,5,1,5,2,1,2,1,0,0,0,0,0,0,0,2.150567
1042,2,2,38,1,3,34,1,,2,,55,18,20,30,60,60,25,25,40,35,1,5,1,3,1,1,1,15,11,2,5,1,0,2,1,0,0,0,0,0,0,0,0.250092
1046,2,2,38,2,2,17,3,3,,,75,60,75,60,60,80,80,80,80,80,1,2,2,1,1,1,1,19,11,1,3,7,4,1,1,0,0,1,1,0,0,0,3.233236
1047,2,1,28,2,3,26,2,,,1,40,60,50,40,20,40,70,50,45,15,2,3,2,1,2,4,1,16,9,3,3,1,0,2,1,0,0,0,0,0,0,0,1.888208
1049,2,2,64,3,2,48,2,,,2,45,80,75,90,25,35,45,95,80,15,2,1,3,1,5,3,1,19,11,3,3,1,0,2,1,0,0,0,0,0,0,0,1.985203
1053,2,2,40,3,3,51,3,1,,,40,35,50,20,60,40,30,50,30,60,1,1,1,1,1,1,1,9,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0.258946
1057,2,2,23,4,2,8,5,3,,,50,25,60,40,45,65,55,45,65,40,2,1,1,5,1,1,1,4,7,1,1,1,5,2,1,0,0,0,0,0,0,0,0.315557
1060,2,1,63,2,3,39,3,1,,,40,10,50,25,40,35,10,20,20,35,4,3,5,3,1,1,1,4,8,3,5,4,0,2,1,0,0,0,0,0,0,0,0.401038
1061,2,1,68,3,3,47,2,,,2,30,10,20,10,20,25,15,15,15,15,1,1,1,1,5,4,1,17,9,1,3,4,0,2,1,0,0,0,0,0,0,0,1.368034
1068,2,2,70,1,2,42,2,,,2,60,45,25,20,40,50,45,25,25,25,1,1,5,1,1,1,1,12,5,1,3,4,0,2,1,0,0,0,0,0,0,0,1.568458
1070,2,2,68,3,3,12,3,1,,,20,10,20,10,40,30,10,20,20,20,1,1,5,2,1,1,1,11,11,3,1,3,0,2,1,0,0,0,0,0,0,0,0.477511
1071,2,2,48,1,1,25,3,1,,,75,76,75,78,75,75,50,77,50,76,4,4,4,3,1,2,2,19,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.547609
1073,2,2,41,3,1,21,3,1,,,40,50,40,40,60,20,20,20,20,30,3,3,4,1,2,2,4,8,9,5,1,1,0,2,1,0,0,0,0,0,0,0,0.379728
1076,2,2,24,3,2,12,1,,2,,60,30,75,70,80,20,30,35,50,60,1,1,1,1,1,1,1,7,8,3,1,1,0,2,1,0,0,0,0,0,0,0,0.899964
1077,2,2,60,3,2,24,3,2,,,50,25,25,25,25,25,20,25,24,25,4,1,4,2,3,3,1,17,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.669033
1078,2,2,53,2,1,17,2,,,1,50,40,60,40,30,40,30,40,30,30,1,2,2,1,4,5,1,11,10,1,2,3,1,2,1,0,0,0,0,0,0,0,0.230815
1079,2,2,49,1,3,42,1,,1,,10,30,10,25,25,20,35,10,10,25,3,1,5,1,1,1,1,11,8,1,5,8,0,2,1,0,0,0,0,0,0,0,0.554424
1081,2,1,35,2,3,55,1,,1,,75,80,70,60,60,65,75,50,65,40,2,2,3,1,1,1,1,20,11,3,3,5,0,2,1,0,0,0,0,0,0,0,0.67162
1083,2,2,68,1,3,36,1,,2,,65,35,50,50,50,40,35,45,40,40,5,1,4,1,1,1,1,11,5,2,5,1,0,2,1,0,0,0,0,0,0,0,2.640944
1092,2,2,77,3,3,21,2,,,1,10,10,15,10,5,10,5,10,10,5,1,1,2,1,5,5,1,10,7,1,3,7,0,2,1,0,0,0,0,0,0,0,0.420704
1097,2,1,45,3,2,48,1,,1,,20,30,5,5,40,35,15,5,10,25,5,5,5,1,2,2,4,5,8,4,1,3,0,2,0,1,0,0,0,0,0,0,1.054059
1101,2,2,54,2,3,17,1,,2,,60,2,5,5,22,65,2,3,5,25,2,4,5,4,1,1,1,5,8,3,5,8,0,1,0,0,0,0,0,1,0,0,1.396979
1104,2,2,78,1,2,34,1,,1,,80,50,50,60,50,60,40,60,50,20,3,1,5,1,3,1,1,16,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.536359
1117,2,2,60,3,3,37,4,3,,,20,20,20,20,20,30,10,30,10,10,1,1,5,2,1,1,1,7,6,3,5,4,0,2,1,0,0,0,0,0,0,0,1.540195
1125,2,2,24,3,3,22,2,,,2,34,6,44,10,1,1,3,1,20,10,2,2,3,4,4,1,3,8,10,3,1,1,0,1,0,1,0,0,0,0,0,0,0.487266
1127,2,1,25,1,3,36,1,,2,,85,100,100,99,100,85,100,100,99,100,5,5,4,4,4,5,5,18,8,1,3,2,1,2,1,0,0,0,0,0,0,0,1.914221
1129,2,1,44,1,2,23,2,,,2,0,0,0,50,50,0,0,50,50,0,1,1,1,1,1,1,1,12,5,1,3,1,1,2,1,0,0,0,0,0,0,0,0.808232
1135,2,1,56,3,2,12,3,1,,,65,40,80,60,70,80,75,80,75,75,2,3,5,3,1,1,1,12,12,2,2,3,0,1,1,0,0,0,0,0,0,0,1.302753
1136,2,1,78,4,2,41,1,,2,,25,25,25,0,50,0,25,25,25,50,1,1,5,1,1,1,1,11,6,5,3,4,0,2,1,0,0,0,0,0,0,0,1.063868
